Age,Gender,Ethnicity,BrCitizen,AgetoUK,UniYear,BSPub1R,BSPub2,BSPub3,BSPub4,BSPubResp,BSSlur1R,BSSlur2,BSSlur3,BSSlur4,BSSlur5,BSSlur6,BSSlur7,BSSlurResp,BSDrunkGroup2B,BSDrunk1,BSDrunk2,BSDrunk3,BSDrunk4,BSDrunk5,BSDrunk6,BSDrunk7,BSDrunkResp,BSDrunkRisk,LeftRight,GenTrust,CivEngPol1,CivEngVol1,CivEngPol2,CivEngVol2,CivEngVol3,CivEngPol3,CivEngVol4,CivEngPol4,DivPol1,DivPol2,DivPol3,DivPol4,DivPol5,DivPol6,DivPol7,DivPol8,FrEthn1,FrEthn2,FrEthn3,FrEthn4,FrEthn5,IOSblack,IOSsAs,IOSwhite,InteractBlack,InteractSAsian,InteractWBrit,InteractOthBr,InteractNonBr,SchoolBlack,SchoolSAsian,SchoolWhBr,SchoolOthBr,SchoolNonBr,SelfExp1,SelfExp2,SelfExp3,SelfExp4,DivValWhBr,DivValBlackBr,DivValSAsBr,DivValpersBr,DivValpersUni,DivValProm,DivValInstr1,DivValInstr2R,DivValpersContact1,DivValInstr3,DivValInstr4,DivValpersContact2R,DivValInstr5,AffBlWarm,AffBlNeg,AffSAsWarm,AffSAsNeg,AffWhWarm,AffWhNeg,SCMBlConfident,SCMBlSincere,SCMBlCompetent,SCMBlWarm,SCMSAsConfident,SCMSAsSincere,SCMSAsCompetent,SCMSAsWarm,SCMWhConfident,SCMWhSincere,SCMWhCompetent,SCMWhWarm,nWhExpWhComplimented,nWhExpWhRidiculed,nWhExpWhMadeFeelUnwanted,nWhExpWhVerbAbused,nWhExpWhBefriended,nWhExpWhMadeFeelWelcome,nWhExpWhIntimidated,nWhExpWhSupported,nWhExpWhThreathened,nWhExpWhHelped,nWhExtConNum,nWhExtConPerc,nWhSelfDiscWorry,nWhSelfDiscFeel,nWhAnxHallUnhappy,nWhAnxHallPleased,nWhAnxHallTense,nWhEmpathy1,nWhEmpathy2,nWhPerspTak1,nWhPerspTak2,nWhPerspTak3,nWhPerspTak4R,nWhPerspTak5R,nWhBelDirections,nWhBelDancing,nWhEthnId1,nWhEthnId2,nWhEthnId3,nWhEthnId4,nWhWhPriv1,nWhWhPriv2R,nWhSterWhPriviliged,nWhSterWhSupportive,nWhSterWhArrogant,nWhSterWhPrejudiced,Rubbish8,nWhExpComfortable,nWhExpSuspicious,nWhExpAwkward,nWhExpSecure,nWhExpThreatened,nWhExpConfident,nWhUnfavWh,WhExpBlComplimented,WhExpBlRidiculed,WhExpBlMadeFeelUnwanted,WhExpBlVerbAbused,WhExpBlBefriended,WhExpBlMadeFeelWelcome,WhExpBlIntimidated,WhExpBlSupported,WhExpBlThreathened,WhExpBlHelped,WhExtConNum,WhExtConPerc,WhSelfDiscWorry,WhSelfDiscFeel,WhAnxHallUnhappy,WhAnxHallPleased,WhAnxHallTense,WhEmpathy1,WhEmpathy2,WhPerspTak1,WhPerspTak2,WhPerspTak3,WhPerspTak4R,WhPerspTak5R,WhBelDirections,WhBelDancing,WhEthnId1,WhEthnId2,WhEthnId3,WhEthnId4,WhGuilt1,WhGuilt2,WhWhPriv1,WhWhPriv2R,WhSterWhPriviliged,WhSterWhSupportive,WhSterWhArrogant,WhSterWhPrejudiced,WhMetaSterWhPriviliged,WhMetaSterWhSupportive,WhMetaSterWhArrogant,WhMetaSterWhPrejudiced,Rubbish1,WhExpComfortable,WhExpSuspicious,WhExpAwkward,WhExpSecure,WhExpThreatened,WhExpConfident,WhUnfavSAsBr,WhUnfavBlBr,FrequDiscrLabour,FrequDiscrPolice,FrequDiscrFellWhEmpl,FrequDiscrFaculty,FrequDiscrGlaring,FrequDiscrSlurs,FrequDiscrPubs,Rubbish2,Rubbish3,Rubbish4,Rubbish5,MedWealthAfrCar,Rubbish6,SharAfrCarFirstTwoOne,AttribAbility,AttribEduOpps,AttribRespect,PrejBelNoLonger,PrejBelNoFav,PrejBelLessDes,PrejBelUnequOpps,PrejBelLackResp,RAS2,RAS3,RAS4R,RAS5R,RAS6,RAS7R,RAS8,RAS9R,RAS10R,RAS11,PAuth1,PAuth2R,PAuth3R,PAuth4R,PAuth5R,PAuth6R,PAuth7R,PAuth8,PAuth9R,PAuth10R,SelfDec1R,SelfDec2,SelfDec3R,SelfDec4,SelfDec5R,SelfDec6,SelfDec7,SelfDec8R,MotUnprejExt1,MotUnprejInt1,MotUnprejExt2,MotUnprejInt2,MotUnprejInt3,MotUnprejExt3,ID,PercDone
20,2,10,1,,2,3,5,7,6,5,,7,6,7,5,6,6,7,1,6,3,2,3,7,5,7,7,7,4,4,1,4,2,5,5,5,5,5,5,6,7,7,3,7,6,6,3,3,4,3,3,2,6,7,25,10,50,5,10,1,1,97,1,0,7,7,6,6,3,5,5,6,7,6,6,2,5,5,5,1,7,4,1,5,1,5,1,7,6,6,6,5,6,7,6,6,5,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,1,3,3,3,1,1,3,10,80,5,5,2,2,2,6,7,3,2,2,4,4,7,1,3,5,1,5,7,7,4,3,51,50,25,58,76,26,78,81,Rude,6,2,1,6,2,6,1,1,6,7,5,3,7,7,7,300000,78,300000,78,300000,78,78,2,4,1,1,6,7,5,2,4,2,5,5,5,5,2,5,5,3,1,2,4,4,4,4,4,1,4,5,6,2,5,8,4,8,5,5,2,7,2,7,7,7,60141612,100
20,2,10,1,,1,2,,5,4,3,3,7,6,6,5,4,5,5,2,7,7,6,5,6,3,4,7,7,3,5,1,1,3,4,5,6,6,6,7,7,7,7,7,7,7,7,3,3,3,3,4,2,,7,20,10,60,0,10,0,20,50,30,0,6,6,6,6,4,7,7,7,7,5,7,1,6,7,7,1,7,5,1,5,1,5,1,6,6,7,7,6,6,7,6,7,6,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1,1,6,7,1,7,1,6,4,81,7,4,1,4,1,5,7,4,4,1,5,4,7,1,2,2,1,7,7,7,7,1,94,48,55,41,95,37,45,50,unable to understand the past situations ,7,1,1,7,1,7,1,1,5,6,5,3,6,7,3,150,0.6,150,06,150000,0.6,60,1,5,1,1,1,6,7,1,4,3,5,4,3,5,2,4,4,3,1,4,4,4,3,4,5,1,4,5,5,3,6,1,3,8,3,3,2,6,1,7,7,1,874747748,100
20,2,10,1,,2,6,5,7,6,2,1,7,7,7,7,7,7,7,2,6,7,7,3,1,1,7,6,7,6,7,4,5,1,2,5,4,4,4,6,6,6,6,5,6,7,7,3,3,4,3,3,6,6,6,5,5,85,5,0,1,0,99,0,0,7,7,7,7,5,5,6,6,7,6,6,1,5,5,5,1,5,4,2,4,2,4,2,7,6,6,6,5,6,5,4,7,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,1,1,5,1,2,1,5,2,1,6,6,1,4,1,6,6,6,6,6,1,1,7,2,5,6,4,6,7,7,1,7,71,57,64,43,94,2,94,98,,6,5,5,6,5,5,8,9,6,5,7,4,7,6,5,350,70,350,70,350000,70,70,3,1,3,3,4,5,1,3,3,2,2,3,4,3,4,3,3,3,1,4,5,5,4,4,4,4,4,5,8,1,2,4,6,5,5,5,7,7,7,7,7,7,870413235,100
18,2,10,1,,1,7,4,5,3,1,1,7,7,7,7,7,6,6,2,7,7,7,6,7,7,7,6,7,1,7,5,2,4,1,1,5,2,5,7,7,7,7,7,7,7,7,3,3,3,2,2,4,5,7,10,25,60,0,5,5,0,94,1,0,7,6,7,7,5,5,7,7,7,5,7,2,7,7,7,2,7,5,1,5,1,5,1,7,7,7,7,7,7,7,7,7,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1,1,5,5,1,5,1,5,"Unsure, maybe an average amount",85,7,6,1,5,1,7,7,6,6,4,3,2,7,1,3,6,3,7,7,7,7,1,100,70,75,50,100,60,55,60,"Unaware of their privilege, older generations can be somewhat small minded",7,7,1,7,1,7,1,1,5,7,5,5,6,6,6,200,0.8,200,08,200000,0.8,80,1,5,1,3,1,6,7,1,2,4,5,4,4,4,1,5,5,3,1,2,4,4,2,4,5,1,4,4,4,4,6,2,4,3,2,5,6,7,6,7,7,6,391597739,100
18,2,10,1,,1,5,5,5,6,3,1,7,7,6,6,7,6,6,2,6,5,7,4,4,4,5,4,5,1,5,2,2,1,1,1,2,3,1,5,5,7,5,4,7,7,7,3,3,3,3,3,,,7,20,10,40,0,30,5,0,90,0,5,7,6,7,7,6,6,5,7,6,6,6,2,3,4,6,2,5,5,1,4,2,4,1,7,3,6,6,3,4,5,4,3,7,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1,1,5,6,1,3,1,2,2,8,1,2,1,4,2,7,7,3,2,1,5,4,7,1,4,7,3,7,6,6,6,3,47,100,20,39,51,45,3,4,,7,2,2,6,1,7,2,1,6,7,6,4,6,6,5,250000,75,250000,75,250000,75,75,2,4,3,3,3,3,1,3,4,4,5,2,3,3,4,2,5,4,1,3,4,2,3,3,3,1,5,4,4,2,5,8,4,3,2,5,4,6,6,4,7,3,486480541,100
21,2,2,1,,1,1,4,7,4,7,1,7,4,7,7,7,7,7,2,7,7,4,1,4,5,5,7,7,5,5,6,6,1,3,6,6,6,6,5,7,7,7,4,6,6,7,3,1,3,3,4,7,6,7,40,10,30,10,10,5,0,95,0,0,4,7,7,7,3,6,5,6,6,6,7,1,7,7,7,1,7,5,1,5,1,5,1,5,5,5,5,4,4,4,4,7,4,6,5,2,2,2,5,5,5,1,5,1,5,3,25,7,7,3,3,3,4,5,7,6,4,3,2,5,1,7,7,7,7,7,1,80,80,60,70,sense of entitlement,6,1,1,6,1,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,200,40,200,40,200000,40,40,2,4,2,1,1,5,7,3,3,3,4,4,2,4,3,4,4,3,1,4,4,5,3,4,5,1,5,5,1,3,1,2,2,5,5,3,2,6,4,6,6,2,16287107,100
20,1,10,1,,2,6,6,4,4,2,2,6,4,4,4,4,6,4,1,3,3,3,4,6,6,6,4,6,3,3,2,1,1,1,1,1,1,3,4,4,4,2,4,4,4,4,3,3,3,4,4,3,,6,0,5,55,0,40,10,10,65,5,10,5,6,7,7,4,4,4,4,4,4,6,2,4,4,5,3,5,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,1,4,4,1,4,1,4,3,20,6,4,3,3,4,4,6,4,3,3,4,4,6,2,4,4,4,5,2,2,5,3,65,50,50,22,79,9,82,52,,4,4,5,3,4,4,4,4,5,6,4,4,6,5,5,250,70,250,70,250000,70,70,3,3,2,3,4,4,5,3,2,4,2,3,4,3,3,3,3,2,4,1,3,3,4,1,3,2,4,3,6,2,5,8,3,3,3,4,4,4,5,4,5,4,756313561,100
19,2,10,1,,1,5,4,6,2,2,5,2,1,2,2,2,2,1,2,2,2,3,1,3,5,6,2,7,5,5,1,1,1,1,1,1,1,4,5,5,3,5,4,6,7,7,3,3,3,3,3,1,1,7,8,10,80,2,0,0,60,40,0,0,6,5,4,3,5,6,6,4,5,4,2,4,3,4,5,6,4,3,3,3,3,3,3,6,5,4,4,2,4,6,2,4,3,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,2,16,6,3,3,3,3,5,6,2,2,2,6,5,7,4,1,5,1,7,2,3,2,6,51,84,38,51,98,58,52,35,,4,4,4,4,4,4,5,5,5,6,2,2,1,1,2,300,70,300,70,300000,70,70,2,4,4,3,3,4,2,2,4,2,3,1,4,2,2,3,2,1,2,3,3,4,2,3,4,3,4,5,2,4,3,3,6,3,4,8,4,4,4,3,3,4,609817674,100
19,2,10,1,,1,7,2,2,4,1,5,3,2,3,6,6,2,2,1,7,7,7,7,7,1,2,7,7,5,2,4,1,1,1,1,5,1,3,3,3,4,4,2,5,6,6,3,3,3,3,3,,,7,0,0,100,0,0,10,5,75,0,10,3,3,3,3,3,3,3,3,4,4,2,5,2,1,3,5,2,4,2,4,2,4,2,6,5,5,6,5,6,7,6,6,4,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,3,1,6,1,1,1,1,20,7,1,3,2,4,6,7,2,1,4,2,5,7,7,6,7,3,7,1,1,4,3,35,80,50,30,100,,85,100,Favouritism whether it’s in the workplace or school maybe,6,1,1,6,1,4,2,2,3,5,3,2,1,3,2,100000,80,100000,80,100000,80,80,2,2,4,4,6,2,1,3,4,5,4,2,4,2,2,4,2,4,5,5,2,4,2,2,4,2,2,4,6,1,6,2,4,8,8,5,1,6,1,6,4,2,122336489,100
25,2,10,1,,2,5,5,6,5,3,3,5,5,4,6,4,2,2,2,7,7,7,4,7,7,7,7,7,4,4,3,2,3,3,2,4,3,3,6,6,6,7,4,5,5,7,3,3,3,3,3,,,6,10,0,90,0,0,5,0,85,0,10,5,4,4,4,5,5,5,6,6,6,7,3,5,5,6,5,5,5,1,5,1,5,1,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,1,1,6,1,4,1,4,0,,4,4,1,5,1,7,7,4,4,4,4,4,7,1,3,4,1,7,1,2,6,2,60,90,60,40,50,90,50,25,,7,1,1,6,1,6,1,1,2,5,5,3,4,6,5,200,0.6,200,06,200000,0.6,60,2,4,2,3,3,4,5,2,3,3,4,4,4,4,2,4,4,3,2,2,4,4,4,4,4,2,4,2,4,2,5,3,3,4,4,2,4,4,4,4,4,4,240897089,100
19,1,10,1,,1,3,5,6,6,4,2,7,7,6,6,7,7,6,2,7,4,5,2,6,5,7,7,6,4,6,5,1,3,1,1,2,1,1,6,7,7,6,6,7,7,7,4,3,3,3,3,,,7,0,5,80,5,10,10,0,85,5,0,5,6,7,7,2,7,5,6,7,3,5,3,6,7,6,3,7,5,2,5,2,5,2,5,6,7,5,5,5,6,4,7,5,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,2,3,3,6,2,6,1,6,2,20,4,2,2,2,1,7,7,5,3,3,4,2,7,1,2,6,3,4,7,7,7,1,75,51,40,71,92,41,66,91,,6,1,4,6,2,7,3,2,6,7,5,4,5,6,7,125,75,125,75,125000,75,75,1,5,1,1,2,5,7,1,3,2,5,5,4,4,3,5,4,2,1,4,4,4,4,5,4,1,5,3,5,5,6,2,3,4,5,4,5,7,6,7,7,6,500676545,100
20,2,10,1,,2,4,5,5,5,4,2,7,7,7,5,5,7,4,1,7,4,5,3,7,3,6,6,7,5,5,2,2,2,2,3,3,2,2,4,5,5,5,4,6,6,6,3,3,3,3,4,1,,6,0,0,90,5,5,8,0,80,4,8,5,5,5,5,3,5,5,5,5,4,6,3,4,6,6,3,6,5,1,5,1,5,1,6,6,6,6,5,6,6,6,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,2,2,5,5,2,5,2,5,2,10,6,3,1,4,1,6,6,5,5,4,2,3,6,1,1,6,1,7,7,7,6,3,80,90,75,40,98,70,95,90,Cultural appropriators,7,1,1,7,1,6,1,1,7,6,5,5,4,5,5,250,0.8,250,08,250000,0.8,80,2,4,3,2,2,6,5,2,4,5,5,4,5,5,4,5,5,4,2,3,3,4,4,3,4,2,3,4,5,3,3,8,5,2,3,5,2,6,2,6,6,2,9244256,100
19,2,10,1,,1,3,5,7,5,5,1,7,7,7,7,7,7,7,2,7,5,5,4,7,1,5,5,7,3,2,2,3,3,5,3,6,2,5,7,7,7,7,7,4,7,7,3,3,2,1,3,4,5,7,20,10,70,0,0,0,0,90,0,10,7,7,7,7,1,6,6,7,7,4,7,1,7,7,7,2,7,5,1,5,1,5,4,5,5,6,5,6,6,6,6,2,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,3,1,5,5,1,5,2,5,1,8,1,6,1,3,2,7,7,7,7,7,1,1,6,1,2,1,1,2,7,7,7,7,100,22,92,100,82,34,66,100,,7,1,1,5,1,6,1,1,7,7,7,7,7,7,7,325000,78,325000,78,325000,78,78,1,5,1,1,1,7,7,1,1,3,3,3,3,3,3,3,3,3,3,3,4,2,3,3,4,3,4,2,6,1,6,1,8,1,8,6,3,6,4,2,4,7,401059012,100
20,2,10,1,,1,7,6,6,7,4,1,7,7,7,1,2,7,7,2,7,7,7,6,7,7,1,7,7,8,4,4,1,1,1,1,6,6,6,5,7,6,7,1,4,3,7,3,3,3,3,3,,,7,5,0,75,10,10,35,0,50,15,0,6,7,7,7,6,6,6,6,6,6,1,6,3,4,4,4,4,5,1,5,1,5,1,7,,,,,,,,6,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,2,1,1,2,1,1,1,1,21,2,1,3,3,3,5,7,7,7,5,1,1,7,1,5,5,7,7,3,7,4,7,60,48,60,80,100,35,93,87,N/A,7,1,1,7,1,5,1,1,2,5,2,1,5,1,6,25000,60,25000,60,25000,60,60,5,1,3,5,1,5,1,1,3,3,3,3,3,3,3,3,3,3,1,3,5,3,5,3,3,1,3,2,4,6,1,5,1,6,6,6,1,7,5,7,7,1,345225638,100
19,2,10,1,,2,7,2,4,2,1,3,6,2,2,7,5,6,3,1,3,2,2,1,6,5,6,3,6,3,3,4,2,4,1,1,3,4,2,4,5,5,3,2,6,5,6,3,3,3,3,3,,,6,10,5,75,0,10,0,0,100,0,0,5,6,6,6,4,6,5,6,6,3,7,3,2,5,5,6,5,4,2,4,2,4,2,6,4,4,5,3,6,5,5,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,2,1,1,1,2,1,6,1,1,3,4,3,6,6,2,1,1,6,7,6,1,1,2,2,4,6,5,7,1,100,60,40,40,100,19,60,60,Some racism,5,3,5,4,3,4,4,4,6,5,4,3,5,4,6,200000,45,200000,45,200000,45,45,2,4,3,1,1,5,6,3,5,4,5,2,2,2,3,4,5,3,2,1,3,4,3,4,4,1,5,4,5,2,6,8,4,1,2,4,3,6,4,6,5,5,170385382,100
20,2,10,1,,1,3,4,6,5,5,3,7,5,5,5,6,7,6,2,6,4,4,3,6,5,7,5,7,4,5,3,2,2,3,3,4,4,3,6,6,7,7,4,7,6,7,3,3,3,3,3,,,7,20,5,60,0,15,20,25,50,0,5,6,6,7,7,4,6,6,6,6,5,6,2,6,6,6,2,6,5,1,5,1,5,1,5,5,5,5,5,5,5,5,5,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,3,2,6,5,2,6,1,6,4,86,7,6,1,5,1,6,7,4,3,2,2,4,7,1,2,4,2,6,7,7,7,1,70,70,40,50,80,30,60,60,Naive ,7,1,1,7,1,7,2,2,6,7,6,5,5,4,7,97,0.8,97,08,97000,0.8,80,1,5,1,1,2,6,6,1,3,4,4,3,3,4,3,4,3,3,1,3,5,4,1,2,5,1,5,4,4,8,5,8,5,3,2,4,4,6,2,7,7,2,958103640,100
20,2,10,1,,1,5,5,5,5,5,5,5,6,6,4,6,7,6,2,6,7,7,5,7,7,6,7,7,1,5,5,1,1,1,1,6,4,4,7,7,7,7,7,7,7,7,4,3,3,3,3,7,,7,0,0,10,0,90,0,0,40,0,60,7,7,7,7,5,6,6,7,7,7,5,1,6,6,7,1,7,5,1,5,1,5,1,5,7,7,7,5,7,7,7,6,7,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,1,1,6,6,1,6,1,7,One or two,20,6,6,1,5,1,6,7,3,5,5,5,4,7,2,4,6,4,5,7,7,7,1,60,50,40,70,85,50,70,82,Ignorant,7,1,1,7,1,7,1,1,6,7,5,4,6,6,7,160,82,160,82,160000,82,82,1,5,2,3,2,6,6,5,4,4,5,4,4,4,3,4,5,4,1,4,5,4,2,4,4,2,5,4,8,5,3,4,4,4,4,2,2,7,1,7,7,1,288538814,100
19,2,10,1,,1,6,2,4,3,1,3,7,2,2,2,2,4,4,2,5,2,2,2,5,3,5,4,4,3,5,2,1,1,3,1,1,3,3,5,5,6,6,6,6,5,7,3,3,4,3,4,2,,7,5,1,70,5,19,0,5,95,0,0,6,5,6,4,3,3,4,5,6,5,6,2,5,4,5,3,5,3,2,3,2,4,2,5,5,6,5,4,5,5,5,6,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,1,3,4,1,3,1,4,8,82,5,3,4,3,3,5,6,4,3,3,4,3,6,4,3,5,4,6,7,7,7,2,74,64,85,61,85,55,86,64,Boring,6,2,3,5,2,4,4,3,4,6,5,3,4,6,5,250,0.78,250,078,250000,0.78,78,1,4,1,5,2,5,4,2,2,2,4,4,2,3,1,3,4,2,3,2,4,4,3,3,4,1,2,4,4,2,5,8,3,2,2,3,2,3,2,2,1,2,752079992,100
20,2,10,1,,2,3,6,6,6,6,2,6,6,6,6,6,6,6,2,4,5,5,2,5,5,6,6,6,8,5,4,2,4,1,1,5,3,6,4,5,6,5,3,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,4,5,3,6,3,5,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,4,4,3,1,3,0,0,1,2,4,2,3,4,5,4,2,2,2,5,5,5,6,6,5,7,2,5,5,3,60,44,68,31,84,18,88,5,ungrateful ,5,3,4,5,3,5,5,5,5,6,5,5,5,6,6,120,25,120,25,120000,25,25,1,4,2,2,2,4,3,2,4,2,4,3,4,4,4,4,4,3,2,2,4,4,2,2,2,2,4,1,3,4,5,2,2,4,4,4,3,6,6,6,6,6,564268505,100
20,2,10,1,,2,4,5,5,4,2,2,5,6,5,6,7,6,5,2,3,4,3,2,5,5,6,5,5,5,4,2,1,2,1,1,1,1,2,6,6,6,6,6,5,6,6,3,3,3,3,3,,,6,,0,90,9,1,0,0,90,10,0,7,7,7,7,4,5,5,7,7,5,6,1,4,4,5,4,5,5,1,5,1,5,1,7,6,6,5,6,6,6,6,5,5,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,4,1,4,1,4,1,12,5,1,1,5,1,6,6,3,3,2,2,2,6,4,6,6,4,6,6,5,5,5,60,60,35,19,77,50,35,50,,7,1,1,5,1,4,2,2,5,3,5,4,5,5,7,120000,78,120000,78,120000,78,78,3,3,3,2,2,4,4,1,2,2,4,3,3,4,4,2,4,2,2,4,4,3,3,3,4,4,3,4,3,2,4,2,2,4,3,3,2,5,5,5,5,3,947214731,100
18,2,13,1,,1,5,5,6,5,7,6,7,5,2,6,5,2,5,2,6,5,2,1,3,5,6,3,7,5,5,1,5,1,4,4,4,4,4,3,2,3,2,1,4,3,2,3,3,3,3,3,,3,7,5,5,80,5,5,0,0,100,0,0,6,6,6,6,3,5,5,5,5,5,5,1,3,5,6,5,5,4,2,3,3,4,2,5,5,5,5,5,5,5,4,5,5,5,5,5,2,2,2,5,5,3,6,1,5,7,81,6,6,3,3,3,5,5,6,6,6,3,1,5,1,3,2,2,2,3,6,61,69,37,35,They all fine people,5,3,6,5,3,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,2,3,2,3,200000,78,200000,78,200000,78,78,4,4,4,5,1,3,3,2,4,4,2,3,4,2,2,4,4,1,2,2,4,4,4,2,4,2,4,2,5,4,4,4,5,8,8,6,2,3,2,5,5,2,24809806,100
20,1,10,1,,2,4,2,6,4,2,2,6,6,4,2,4,6,3,2,3,5,3,2,6,2,7,4,5,6,5,4,1,4,1,1,1,1,4,3,3,4,2,1,5,2,5,2,3,3,3,3,3,4,5,10,10,70,0,10,0,8,85,0,7,4,3,5,5,4,4,4,5,5,4,5,5,5,5,4,3,5,4,2,4,2,4,2,5,4,4,4,3,5,5,5,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,3,2,3,4,3,4,3,4,1,25,7,7,3,2,4,5,5,3,3,3,3,4,7,2,3,4,2,5,1,1,6,1,50,50,50,15,5,50,50,15,,5,3,3,5,3,4,5,5,5,6,5,4,4,5,5,125,65,125,65,125000,65,65,3,3,3,2,3,5,6,1,4,4,4,4,5,2,3,4,1,2,2,3,3,5,5,4,5,2,5,2,3,4,4,8,2,4,4,1,1,3,2,4,6,2,765041916,100
19,2,6,3,,2,4,6,6,6,4,3,6,5,3,2,4,6,3,1,5,4,2,2,6,7,7,3,4,6,5,2,4,5,4,3,2,3,1,5,5,6,5,4,4,3,5,4,4,4,4,4,,2,4,5,5,20,0,70,0,0,10,10,80,5,5,5,5,4,6,6,4,6,3,5,4,5,3,4,2,4,3,3,4,2,4,2,6,5,5,5,5,4,6,5,6,4,4,5,5,2,2,1,5,4,3,3,1,5,10,35,5,3,3,2,3,2,3,4,3,2,4,3,3,5,4,5,5,2,4,3,60,50,40,25,very extreme in the sense of making sure others heard of what they believe in ,4,3,4,3,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,4,4,6,5,5,200,70,200,70,200000,70,70,2,2,2,3,3,3,5,4,2,2,4,3,3,3,3,3,,3,2,2,3,4,3,3,4,2,2,3,8,3,4,2,2,8,3,3,4,4,5,5,4,5,841566102,100
19,2,10,1,,1,5,2,6,3,4,1,7,5,6,7,,4,5,2,5,3,4,1,2,4,7,7,6,4,5,2,5,5,2,1,4,3,4,4,5,6,7,7,7,7,7,3,3,3,3,4,,,6,10,5,70,10,5,10,8,70,10,2,6,6,7,7,5,6,6,7,7,3,6,2,6,5,6,6,7,4,1,4,2,4,3,6,6,6,5,5,5,5,4,5,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,1,4,4,5,5,1,5,3,30,5,5,2,4,2,5,7,5,4,1,2,3,7,2,4,4,2,7,,7,7,1,92,71,37,52,99,19,53,87,Ignorant and dismissive.,6,2,5,6,1,4,8,2,6,6,3,3,5,6,6,220,0.8,220,08,220000,0.8,80,1,5,4,3,2,5,6,3,2,2,4,4,4,3,2,4,4,2,2,3,4,4,4,4,5,1,4,5,4,2,8,4,2,3,4,3,1,5,2,6,6,2,76881195,100
20,2,10,1,,5,5,5,3,5,5,3,7,5,4,6,5,6,5,2,7,5,4,3,7,5,6,7,6,1,6,5,5,5,3,5,4,4,5,6,7,7,7,6,7,7,7,3,3,3,3,2,5,6,7,10,20,40,0,30,30,10,60,0,0,5,6,5,6,5,5,5,6,,3,7,2,6,6,7,2,6,5,1,5,1,5,1,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,4,1,5,5,2,6,1,6,2,40,5,5,2,3,2,6,7,3,2,2,2,4,7,1,2,5,2,6,6,5,7,1,41,67,30,37,65,46,47,54,,7,1,2,7,1,7,1,1,,,,,,,,,,,,,#VALUE!,,2,4,2,1,1,6,7,1,2,5,5,5,4,5,4,5,5,4,2,4,4,4,5,4,4,1,5,2,4,8,2,2,8,4,4,3,3,7,2,7,7,2,167188608,100
